time U B V R I J H K
3.774410e-01 -5.573378 -4.236894 -3.152088 -2.420481 -1.452188 2.485816 5.372482 7.181906
3.817390e-01 -5.746298 -4.418873 -3.347227 -2.637070 -1.730266 1.983132 4.696034 6.787401
3.829670e-01 -5.791873 -4.467435 -3.399405 -2.696473 -1.801681 1.860491 4.537307 6.658985
3.854230e-01 -5.882017 -4.560552 -3.499892 -2.809813 -1.948007 1.606962 4.202986 6.304663
3.899490e-01 -6.033656 -4.716410 -3.675104 -3.015943 -2.218407 1.117775 3.522678 5.412871
3.946180e-01 -6.169385 -4.859043 -3.840722 -3.215730 -2.484961 0.639084 2.840687 4.432092
4.008040e-01 -6.327618 -5.026938 -4.040729 -3.456215 -2.796031 0.119246 2.098907 3.294140
4.013400e-01 -6.340117 -5.039449 -4.055625 -3.475618 -2.822751 0.075588 2.039141 3.207230
4.020240e-01 -6.355118 -5.056133 -4.078014 -3.501838 -2.856108 0.019609 1.958582 3.087814
4.028550e-01 -6.374691 -5.076459 -4.102922 -3.532290 -2.897837 -0.047552 1.858895 2.937814
4.045170e-01 -6.410275 -5.114624 -4.152613 -3.594009 -2.978809 -0.185759 1.648787 2.625901
4.078130e-01 -6.475434 -5.187528 -4.248574 -3.716713 -3.140074 -0.467394 1.209544 2.020461
4.119660e-01 -6.549270 -5.274711 -4.370406 -3.869233 -3.339870 -0.821640 0.654653 1.328903
4.129280e-01 -6.566770 -5.293922 -4.395679 -3.901434 -3.381668 -0.891558 0.550606 1.205196
4.138900e-01 -6.584436 -5.314271 -4.423025 -3.935448 -3.425971 -0.962763 0.445459 1.078988
4.151720e-01 -6.605025 -5.339875 -4.457896 -3.978589 -3.481184 -1.056465 0.301129 0.907164
4.194780e-01 -6.677447 -5.424972 -4.577477 -4.125109 -3.666903 -1.367820 -0.179008 0.349151
4.200870e-01 -6.687870 -5.431492 -4.568058 -4.103524 -3.632568 -1.317785 -0.088108 0.041888
4.215280e-01 -6.710541 -5.459949 -4.607950 -4.151917 -3.695324 -1.422904 -0.246892 -0.132848
4.241310e-01 -6.753398 -5.512670 -4.680590 -4.241512 -3.805869 -1.617011 -0.531265 -0.429866
4.249920e-01 -6.768995 -5.531911 -4.705540 -4.270364 -3.841798 -1.678388 -0.618046 -0.518506
4.249930e-01 -6.768995 -5.531911 -4.705540 -4.270364 -3.841798 -1.678388 -0.618046 -0.518506
4.251210e-01 -6.771076 -5.534412 -4.708051 -4.273804 -3.847729 -1.685885 -0.631147 -0.531576
4.261150e-01 -6.786677 -5.553671 -4.735450 -4.307477 -3.887093 -1.753577 -0.728543 -0.630224
4.270890e-01 -6.803761 -5.574315 -4.762917 -4.339770 -3.928028 -1.821290 -0.823459 -0.726373
4.290350e-01 -6.837652 -5.616437 -4.817789 -4.404838 -4.006780 -1.957966 -1.014614 -0.914844
4.298220e-01 -6.850756 -5.633191 -4.839904 -4.429459 -4.038663 -2.011920 -1.088340 -0.986012
4.306080e-01 -6.865342 -5.649951 -4.862370 -4.455629 -4.069607 -2.063388 -1.159572 -1.055268
4.316560e-01 -6.883447 -5.672055 -4.892337 -4.489536 -4.111498 -2.134868 -1.258302 -1.147037
4.337540e-01 -6.923838 -5.719199 -4.952240 -4.559864 -4.197799 -2.279387 -1.455156 -1.330001
4.345480e-01 -6.938836 -5.737018 -4.972627 -4.584496 -4.228752 -2.332074 -1.525152 -1.393695
4.356070e-01 -6.959035 -5.761292 -5.002969 -4.620702 -4.270664 -2.402465 -1.620143 -1.478598
4.388450e-01 -7.026940 -5.838065 -5.097552 -4.725743 -4.398929 -2.629010 -1.924498 -1.742169
4.395630e-01 -7.042552 -5.855580 -5.117535 -4.749445 -4.427394 -2.676754 -1.983876 -1.795895
4.412840e-01 -7.077760 -5.896283 -5.165401 -4.804376 -4.492800 -2.788901 -2.130737 -1.921483
4.452480e-01 -7.168179 -5.995236 -5.280757 -4.934779 -4.650609 -3.063718 -2.495124 -2.232135
4.464610e-01 -7.195681 -6.024531 -5.315750 -4.973734 -4.696588 -3.141853 -2.594505 -2.319041
4.488850e-01 -7.250894 -6.084206 -5.385756 -5.052229 -4.789019 -3.302115 -2.802039 -2.496031
4.535750e-01 -7.361730 -6.204280 -5.523278 -5.206212 -4.970980 -3.617984 -3.217079 -2.867010
4.538580e-01 -7.367351 -6.211778 -5.530778 -5.213976 -4.981981 -3.635887 -3.239575 -2.887009
4.556030e-01 -7.405254 -6.249655 -5.573668 -5.262748 -5.036484 -3.717750 -3.337681 -3.068982
4.570160e-01 -7.437753 -6.283968 -5.613679 -5.306744 -5.087491 -3.799628 -3.440174 -3.170226
4.584280e-01 -7.470473 -6.319348 -5.653318 -5.349015 -5.137002 -3.880485 -3.542670 -3.271472
4.617940e-01 -7.546320 -6.403001 -5.750850 -5.457081 -5.261044 -4.077719 -3.798264 -3.530222
4.669660e-01 -7.664275 -6.532794 -5.901310 -5.622221 -5.447147 -4.372585 -4.180684 -3.938351
4.676660e-01 -7.679505 -6.550310 -5.921327 -5.644746 -5.470669 -4.408091 -4.225682 -3.985850
4.688670e-01 -7.705134 -6.579644 -5.955958 -5.681026 -5.511692 -4.468602 -4.301292 -4.065850
4.700680e-01 -7.732239 -6.608966 -5.988867 -5.717310 -5.552717 -4.528129 -4.376903 -4.145848
4.740360e-01 -7.816873 -6.705542 -6.101047 -5.837665 -5.685802 -4.726784 -4.628120 -4.423972
4.792080e-01 -7.924714 -6.829398 -6.246541 -5.995588 -5.858467 -4.976128 -4.948707 -4.794628
4.801240e-01 -7.942463 -6.849796 -6.271179 -6.021629 -5.887005 -5.015167 -4.999325 -4.851511
4.823220e-01 -7.985857 -6.900625 -6.328735 -6.083948 -5.955544 -5.109793 -5.117440 -4.987170
4.845750e-01 -8.028613 -6.949363 -6.388396 -6.146997 -6.024083 -5.203481 -5.233692 -5.122836
4.847840e-01 -8.033225 -6.954363 -6.393407 -6.152779 -6.030126 -5.213481 -5.243692 -5.135336
4.867070e-01 -8.068485 -6.995226 -6.443073 -6.205833 -6.088669 -5.290635 -5.344943 -5.251620
4.896890e-01 -8.120308 -7.057882 -6.516438 -6.288192 -6.178259 -5.411862 -5.497460 -5.436096
4.943160e-01 -8.196120 -7.147936 -6.628723 -6.411121 -6.313906 -5.595305 -5.728769 -5.723222
4.948400e-01 -8.204275 -7.159043 -6.640876 -6.424652 -6.328906 -5.612808 -5.751910 -5.752630
4.975430e-01 -8.246292 -7.208235 -6.703084 -6.492277 -6.404957 -5.711593 -5.875689 -5.907185
4.981310e-01 -8.254452 -7.219724 -6.715994 -6.507277 -6.419958 -5.733166 -5.901332 -5.939098
4.984560e-01 -8.256952 -7.221132 -6.718918 -6.513313 -6.427458 -5.733448 -5.901416 -5.968295
5.017420e-01 -8.303555 -7.278956 -6.791188 -6.593479 -6.517065 -5.849742 -6.046514 -6.156231
5.050940e-01 -8.350885 -7.337186 -6.863827 -6.673387 -6.604177 -5.961983 -6.189130 -6.350613
5.065530e-01 -8.369718 -7.361608 -6.893886 -6.706432 -6.641678 -6.010141 -6.247946 -6.434787
5.095510e-01 -8.409275 -7.409484 -6.956181 -6.776075 -6.716295 -6.107400 -6.368090 -6.601828
5.156690e-01 -8.484713 -7.504755 -7.076141 -6.910410 -6.866984 -6.306043 -6.616416 -6.924348
5.179000e-01 -8.512158 -7.537116 -7.116650 -6.957046 -6.920550 -6.374239 -6.699584 -7.024744
5.189400e-01 -8.522836 -7.551565 -7.136318 -6.978131 -6.944116 -6.405838 -6.737754 -7.069222
5.207240e-01 -8.543152 -7.577535 -7.168907 -7.014496 -6.985185 -6.459042 -6.803425 -7.145678
5.242910e-01 -8.583429 -7.626874 -7.231608 -7.085766 -7.066256 -6.563859 -6.934767 -7.299119
5.290470e-01 -8.634768 -7.689877 -7.311973 -7.178805 -7.170896 -6.701191 -7.105659 -7.504041
5.304580e-01 -8.650099 -7.708224 -7.334916 -7.205188 -7.201973 -6.739414 -7.153835 -7.560517
5.322350e-01 -8.667931 -7.730219 -7.364683 -7.238788 -7.238048 -6.788530 -7.214514 -7.630006
5.332830e-01 -8.678624 -7.744252 -7.380128 -7.257674 -7.261625 -6.816760 -7.248386 -7.671996
5.346790e-01 -8.693266 -7.761233 -7.402736 -7.284035 -7.291627 -6.854263 -7.294071 -7.726487
5.364260e-01 -8.711104 -7.783236 -7.432509 -7.317640 -7.327705 -6.899999 -7.351567 -7.792971
5.417870e-01 -8.764982 -7.849639 -7.518288 -7.416803 -7.439864 -7.038992 -7.522511 -7.995449
5.495900e-01 -8.846727 -7.948108 -7.643903 -7.560668 -7.599531 -7.234637 -7.756686 -8.270450
5.515800e-01 -8.867084 -7.972642 -7.676188 -7.595996 -7.638118 -7.279641 -7.812382 -8.334456
5.537030e-01 -8.887785 -7.998709 -7.708818 -7.632414 -7.679202 -7.327906 -7.868086 -8.400968
5.537040e-01 -8.884929 -7.992134 -7.699607 -7.626305 -7.676702 -7.324639 -7.874485 -8.404456
5.544660e-01 -8.898136 -8.007136 -7.715053 -7.643804 -7.694204 -7.341274 -7.904814 -8.449458
5.564630e-01 -8.918493 -8.031676 -7.746913 -7.677696 -7.731705 -7.386274 -7.958018 -8.508962
